,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,Team_df1,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,IG,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index
274,Indianapolis Colts,DeForest Buckner,https://en.wikipedia.org/wiki/DeForest_Buckner,149643.0,324,DeForest Buckner,2024,141,136,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,1,14,0.0,67.5,356,249,88,175,0,0,28,0,10,2,9,0,,0,38,0,RDT,"IND,SFO",0,0,0,0,0,0,0,,DeForest Buckner,DeForest Buckner,100.0,Indianapolis Colts,1029,323
524,Indianapolis Colts,Samson Ebukam,https://en.wikipedia.org/wiki/Samson_Ebukam,29844.0,636,Samson Ebukam,2023,113,78,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,12,0.0,33.0,176,105,38,69,1,1,9,0,5,1,11,0,,0,36,0,LDE/RDE,"IND,LAR,SFO",0,0,0,0,0,0,0,,Samson Ebukam,Samson Ebukam,100.0,Indianapolis Colts,1030,635
1115,Indianapolis Colts,Isaiah Land,https://en.wikipedia.org/wiki/Isaiah_Land,8963.0,1388,Isaiah Land,2024,17,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,3,4,1,2,0,0,0,0,0,0,0,0,,0,0,0,LB,IND,0,0,0,0,0,0,0,,Isaiah Land,Isaiah Land,100.0,Indianapolis Colts,1031,1387
1122,Indianapolis Colts,Laiatu Latu,https://en.wikipedia.org/wiki/Laiatu_Latu,252932.0,1397,Laiatu Latu,2024,17,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,4.0,16,16,5,12,0,0,1,0,1,0,3,0,,0,0,0,DE,IND,0,0,0,0,0,0,0,,Laiatu Latu,Laiatu Latu,100.0,Indianapolis Colts,1032,1396
1149,Indianapolis Colts,Tyquan Lewis,https://en.wikipedia.org/wiki/Tyquan_Lewis,14166.0,1431,Tyquan Lewis,2024,75,20,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,15.0,81,38,28,42,1,0,10,1,0,0,2,0,,0,8,0,DE,IND,0,0,0,0,0,0,0,,Tyquan Lewis,Tyquan Lewis,100.0,Indianapolis Colts,1033,1430
1495,Indianapolis Colts,Kwity Paye,https://en.wikipedia.org/wiki/Kwity_Paye,40931.0,1846,Kwity Paye,2024,58,58,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,26.5,108,62,31,41,0,0,2,0,5,0,4,0,,0,-5,0,DE,IND,0,0,0,0,0,0,0,,Kwity Paye,Kwity Paye,100.0,Indianapolis Colts,1035,1845
1811,Indianapolis Colts,Grover Stewart,https://en.wikipedia.org/wiki/Grover_Stewart,28752.0,2244,Grover Stewart,2024,124,92,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,12.5,193,161,40,41,0,0,10,0,2,0,2,0,,0,0,0,DT,IND,0,0,0,0,0,0,0,,Grover Stewart,Grover Stewart,100.0,Indianapolis Colts,1037,2243
53,Indianapolis Colts,Liam Anderson,https://en.wikipedia.org/wiki/Liam_Anderson_(American_football),5378.0,66,Liam Anderson,2024,4,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,LB,IND,0,0,0,0,0,0,0,,Liam Anderson,Liam Anderson,100.0,Indianapolis Colts,1039,65
310,Indianapolis Colts,Jaylon Carlies,https://en.wikipedia.org/wiki/Jaylon_Carlies,11380.0,369,Jaylon Carlies,2024,10,6,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,24,12,2,1,0,0,1,0,0,0,0,0,,0,0,0,LB,IND,0,0,0,0,0,0,0,,Jaylon Carlies,Jaylon Carlies,100.0,Indianapolis Colts,1040,368
624,Indianapolis Colts,Zaire Franklin,https://en.wikipedia.org/wiki/Zaire_Franklin,53503.0,766,Zaire Franklin,2024,115,65,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,8.0,355,258,27,13,3,0,21,0,1,0,9,0,,0,12,0,LB,IND,0,0,0,0,0,0,0,,Zaire Franklin,Zaire Franklin,100.0,Indianapolis Colts,1041,765
1258,Indianapolis Colts,Cameron McGrone,https://en.wikipedia.org/wiki/Cameron_McGrone,10859.0,1564,Cameron McGrone,2024,22,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,7,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,LB,IND,0,0,0,0,0,0,0,,Cameron McGrone,Cameron McGrone,100.0,Indianapolis Colts,1042,1563
1451,Indianapolis Colts,Segun Olubi,https://en.wikipedia.org/wiki/Segun_Olubi,5981.0,1796,Segun Olubi,2024,34,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,26,13,0,0,1,0,1,0,2,0,1,0,,0,24,0,LB,IND,0,0,0,0,0,0,0,,Segun Olubi,Segun Olubi,100.0,Indianapolis Colts,1043,1795
220,Indianapolis Colts,JuJu Brents,https://en.wikipedia.org/wiki/JuJu_Brents,23059.0,267,Julius Brents,2024,11,9,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,33,17,0,0,1,0,6,0,1,0,1,0,,0,0,0,CB,IND,0,0,0,0,0,0,0,,Julius Brents,JuJu Brents,83.33333333333334,Indianapolis Colts,1045,266
403,Indianapolis Colts,Nick Cross,https://en.wikipedia.org/wiki/Nick_Cross_(American_football),20174.0,494,Nick Cross,2024,50,21,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,122,80,7,1,4,0,7,1,1,0,1,0,,0,43,0,S,IND,0,0,0,0,0,0,0,,Nick Cross,Nick Cross,100.0,Indianapolis Colts,1046,493
1024,Indianapolis Colts,Jaylon Jones,"https://en.wikipedia.org/wiki/Jaylon_Jones_(American_football,_born_2002)",25696.0,1274,Jaylon Jones,2024,34,27,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,99,45,4,0,2,0,17,0,0,0,1,0,,0,5,0,CB,IND,0,0,0,0,0,0,0,,Jaylon Jones,Jaylon Jones,100.0,Indianapolis Colts,1049,1273
1333,Indianapolis Colts,Kenny Moore II,https://en.wikipedia.org/wiki/Kenny_Moore_II,41597.0,1652,Kenny Moore,2024,118,104,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,24,0.0,10.0,464,130,36,17,20,3,62,0,2,1,4,0,,0,418,0,LCB,IND,0,0,0,0,0,0,0,,Kenny Moore,Kenny Moore II,88.0,Indianapolis Colts,1050,1651
1891,Indianapolis Colts,Rodney Thomas II,https://en.wikipedia.org/wiki/Rodney_Thomas_II,10711.0,2343,Rodney Thomas II,2024,51,26,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,69,24,0,0,6,0,10,0,0,0,0,0,,0,56,0,S,IND,0,0,0,0,0,0,0,,Rodney Thomas II,Rodney Thomas II,100.0,Indianapolis Colts,1052,2342
2141,Indianapolis Colts,Samuel Womack,https://en.wikipedia.org/wiki/Samuel_Womack,23531.0,2646,Samuel Womack,2024,40,9,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,45,17,1,0,3,0,11,0,1,0,1,0,,0,4,0,CB,"IND,SFO",0,0,0,0,0,0,0,,Samuel Womack,Samuel Womack,100.0,Indianapolis Colts,1053,2645
654,Indianapolis Colts,Matt Gay,https://en.wikipedia.org/wiki/Matt_Gay,49865.0,809,Matt Gay,2024,90,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,165,85.5,0,0,701,757.0,0.0,3,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,K,"IND,LAR,TAM",0,0,0,0,0,0,1,,Matt Gay,Matt Gay,100.0,Indianapolis Colts,1054,808
1600,Indianapolis Colts,Luke Rhodes,https://en.wikipedia.org/wiki/Luke_Rhodes,9650.0,1981,Luke Rhodes,2024,135,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,13,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,LS,IND,0,0,0,0,0,0,0,,Luke Rhodes,Luke Rhodes,100.0,Indianapolis Colts,1055,1980
1683,Indianapolis Colts,Rigoberto Sanchez,https://en.wikipedia.org/wiki/Rigoberto_Sanchez,27665.0,2075,Rigoberto Sanchez,2024,113,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,20242,46.3,2,0,0,P,IND,0,0,0,0,0,0,0,,Rigoberto Sanchez,Rigoberto Sanchez,100.0,Indianapolis Colts,1056,2074
31,Indianapolis Colts,Mo Alie-Cox,https://en.wikipedia.org/wiki/Mo_Alie-Cox,49374.0,38,Mo Alie-Cox,2024,108,47,0,0,,0,0,0,,0,,0,0,0,,0,0.0,180,114,1433,12.6,15,13.3,0,,1,0,92,231.3,0.0,2,3,0,0,0,0,0,3,0,0,0,0,,0,1433,0,TE,IND,0,0,0,0,0,0,0,,Mo Alie-Cox,Mo Alie-Cox,100.0,Indianapolis Colts,1057,37
170,Indianapolis Colts,Julian Blackmon,https://en.wikipedia.org/wiki/Julian_Blackmon,31666.0,204,Julian Blackmon,2024,66,62,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,1.5,225,75,13,3,10,1,21,1,4,0,2,0,,0,137,0,FS,IND,0,0,0,0,0,0,0,,Julian Blackmon,Julian Blackmon,100.0,Indianapolis Colts,1058,203
270,Indianapolis Colts,Taven Bryan,https://en.wikipedia.org/wiki/Taven_Bryan,23356.0,319,Taven Bryan,2024,113,46,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,11.5,85,69,24,34,0,0,3,0,1,0,2,0,,0,0,0,DT,"CLE,IND,JAX",0,0,0,0,0,0,0,,Taven Bryan,Taven Bryan,100.0,Indianapolis Colts,1059,318
511,Indianapolis Colts,Ashton Dulin,https://en.wikipedia.org/wiki/Ashton_Dulin,13417.0,622,Ashton Dulin,2024,70,5,0,0,,0,0,0,,0,,0,12,96,8.0,0,1.4,60,35,517,14.8,4,7.4,0,,0,0,30,91.3,0.0,36,10,0,0,0,0,0,1,3,1,0,0,,0,1200,587,WR,IND,0,0,0,0,0,0,0,,Ashton Dulin,Ashton Dulin,100.0,Indianapolis Colts,1060,621
536,Indianapolis Colts,Sam Ehlinger,https://en.wikipedia.org/wiki/Sam_Ehlinger,131515.0,650,Sam Ehlinger,2023,8,3,64,101,63.4,573,3,3,76.1,14,0.0,0,20,96,4.8,0,12.0,0,0,0,,0,0.0,0,,0,0,0,36.5,0.0,0,0,0,0,0,0,0,2,0,0,0,0,,0,94,0,QB,IND,0,0,0,0,0,0,0,,Sam Ehlinger,Sam Ehlinger,100.0,Indianapolis Colts,1061,649
594,Indianapolis Colts,Joe Flacco,https://en.wikipedia.org/wiki/Joe_Flacco,1837630.0,727,Joe Flacco,2024,196,191,4166,6751,61.7,45697,257,162,84.4,404,105.0,28,386,890,2.3,16,4.5,2,2,32,16.0,0,0.2,0,,0,0,96,2665.9,0.0,1,0,0,0,0,0,0,103,31,0,0,0,,0,833,0,QB,"BAL,CLE,DEN,IND,NYJ",0,0,0,0,0,0,1,,Joe Flacco,Joe Flacco,100.0,Indianapolis Colts,1062,726
632,Indianapolis Colts,Will Fries,https://en.wikipedia.org/wiki/Will_Fries,13919.0,774,Will Fries,2024,41,31,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,OL,IND,0,0,0,0,0,0,0,,Will Fries,Will Fries,100.0,Indianapolis Colts,1063,773
678,Indianapolis Colts,Mark Glowinski,https://en.wikipedia.org/wiki/Mark_Glowinski,17220.0,837,Mark Glowinski,2024,129,101,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,4,0,0,0,,0,0,0,G,"IND,NYG,SEA",0,0,0,0,0,0,0,,Mark Glowinski,Mark Glowinski,100.0,Indianapolis Colts,1064,836
703,Indianapolis Colts,Kylen Granson,https://en.wikipedia.org/wiki/Kylen_Granson,19007.0,870,Kylen Granson,2024,62,17,0,0,,0,0,0,,0,,0,2,2,1.0,0,0.0,136,86,958,11.1,1,15.5,0,,0,0,6,102.0,0.0,9,1,0,0,0,0,0,1,1,0,0,0,,0,975,15,TE,IND,0,0,0,0,0,0,0,,Kylen Granson,Kylen Granson,100.0,Indianapolis Colts,1065,869
777,Indianapolis Colts,Ronnie Harrison,https://en.wikipedia.org/wiki/Ronnie_Harrison,35119.0,962,Ronnie Harrison,2024,84,48,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,12,0.0,6.5,161,84,10,6,7,2,25,0,2,0,1,0,,0,172,0,LB,"CLE,IND,JAX",0,0,0,0,0,0,0,,Ronnie Harrison,Ronnie Harrison,100.0,Indianapolis Colts,1066,961
1067,Indianapolis Colts,Ryan Kelly,https://en.wikipedia.org/wiki/Ryan_Kelly_(American_football),51720.0,1331,Ryan Kelly,2024,121,121,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,1,-4,-4.0,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,,0,-6,0,C,IND,0,0,0,0,0,0,0,,Ryan Kelly,Ryan Kelly,100.0,Indianapolis Colts,1067,1330
1164,Indianapolis Colts,David Long,https://en.wikipedia.org/wiki/David_Long_(defensive_back),27348.0,1450,David Long,2024,79,12,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,0,0,,0,0.0,0,,0,0,0,0.0,0.0,82,14,0,0,1,0,8,0,0,0,0,0,,0,0,0,DB,"CAR,GNB,IND,LAR,LVR",0,0,0,0,0,0,1,,David Long,David Long,100.0,Indianapolis Colts,1068,1449
1420,Indianapolis Colts,Dayo Odeyingbo,https://en.wikipedia.org/wiki/Dayo_Odeyingbo,13075.0,1760,Dayo Odeyingbo,2024,61,19,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,16.5,58,48,21,46,0,0,2,0,3,0,5,0,,0,0,0,DE,IND,0,0,0,0,0,0,0,,Dayo Odeyingbo,Dayo Odeyingbo,100.0,Indianapolis Colts,1069,1759
1533,Indianapolis Colts,Danny Pinter,https://en.wikipedia.org/wiki/Danny_Pinter,7650.0,1898,Danny Pinter,2024,60,9,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,1,2,2.0,1,0.0,0,,0,0,6,6.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,G,IND,0,0,0,0,0,0,0,,Danny Pinter,Danny Pinter,100.0,Indianapolis Colts,1070,1897
1710,Indianapolis Colts,Trey Sermon,https://en.wikipedia.org/wiki/Trey_Sermon,74808.0,2110,Trey Sermon,2024,42,5,0,0,,0,0,0,,0,,0,134,505,3.8,3,12.0,29,22,138,6.3,0,3.3,0,,0,0,18,82.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,,0,666,23,RB,"IND,PHI,SFO",0,0,0,0,0,0,0,,Trey Sermon,Trey Sermon,100.0,Indianapolis Colts,1071,2109
1796,Indianapolis Colts,E. J. Speed,https://en.wikipedia.org/wiki/E._J._Speed,28089.0,2224,E.J. Speed,2024,92,32,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,12,0.0,2.0,242,112,27,4,1,0,12,0,0,0,6,0,,0,12,0,LB,IND,0,0,0,0,0,0,0,,E.J. Speed,E. J. Speed,95.23809523809523,Indianapolis Colts,1072,2223
1837,Indianapolis Colts,Grant Stuard,https://en.wikipedia.org/wiki/Grant_Stuard,61400.0,2273,Grant Stuard,2024,66,5,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,0.0,48,25,2,1,0,0,0,0,0,0,1,0,,0,0,0,LB,"IND,TAM",0,0,0,0,0,0,0,,Grant Stuard,Grant Stuard,100.0,Indianapolis Colts,1073,2272
2128,Indianapolis Colts,Juwann Winfree,https://en.wikipedia.org/wiki/Juwann_Winfree,8606.0,2630,Juwann Winfree,2023,23,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,18,9,75,8.3,0,3.3,0,,0,0,0,5.5,0.0,0,0,0,0,0,0,0,2,0,0,0,0,,0,75,0,WR,"DEN,GNB,IND",0,0,0,0,0,0,0,,Juwann Winfree,Juwann Winfree,100.0,Indianapolis Colts,1074,2629
465,Indianapolis Colts,Trevor Denbow,https://en.wikipedia.org/wiki/Trevor_Denbow,5261.0,570,Trevor Denbow,2024,27,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,10,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,S,IND,0,0,0,0,0,0,0,,Trevor Denbow,Trevor Denbow,100.0,Indianapolis Colts,1075,569
631,Indianapolis Colts,Wesley French,https://en.wikipedia.org/wiki/Wesley_French,5035.0,773,Wesley French,2023,17,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,C,IND,0,0,0,0,0,0,0,,Wesley French,Wesley French,100.0,Indianapolis Colts,1076,772
1128,Jacksonville Jaguars,Trevor Lawrence,https://en.wikipedia.org/wiki/Trevor_Lawrence,877527.0,1403,Trevor Lawrence,2024,60,60,1288,2034,63.3,13815,69,46,85.0,112,22.0,7,231,1083,4.7,14,18.1,0,0,-5,,0,-0.1,0,,0,0,84,902.3,0.0,4,0,0,0,0,0,0,36,6,0,0,0,,0,1052,0,QB,JAX,0,0,0,0,0,0,0,,Trevor Lawrence,Trevor Lawrence,100.0,Jacksonville Jaguars,1077,1402
2140,Jacksonville Jaguars,John Wolford,https://en.wikipedia.org/wiki/John_Wolford,54741.0,2645,John Wolford,2022,7,4,61,104,58.7,626,1,5,59.2,10,2.0,0,16,87,5.4,0,12.4,0,0,0,,0,0.0,0,,0,0,0,25.7,0.0,0,0,0,0,0,0,0,3,0,0,0,0,,0,87,0,QB,LAR,0,0,0,0,0,0,1,,John Wolford,John Wolford,100.0,Jacksonville Jaguars,1078,2644
164,Jacksonville Jaguars,Tank Bigsby,https://en.wikipedia.org/wiki/Tank_Bigsby,100391.0,198,Tank Bigsby,2024,33,1,0,0,,0,0,0,,0,,0,218,898,4.1,9,27.2,16,8,60,7.5,0,1.8,0,,0,0,54,143.8,0.0,0,0,0,0,0,0,0,6,2,0,0,0,,0,1243,294,RB,JAX,0,0,0,0,0,0,0,,Tank Bigsby,Tank Bigsby,100.0,Jacksonville Jaguars,1079,197
559,Jacksonville Jaguars,Travis Etienne,https://en.wikipedia.org/wiki/Travis_Etienne,309830.0,678,Travis Etienne,2024,49,44,0,0,,0,0,0,,0,,0,637,2691,4.2,18,54.9,170,132,1046,7.9,1,21.3,0,,3,0,120,485.7,0.0,0,0,0,0,0,0,0,6,2,0,0,0,,0,3737,0,RB,JAX,0,0,0,0,0,0,0,,Travis Etienne,Travis Etienne,100.0,Jacksonville Jaguars,1080,677
1638,Jacksonville Jaguars,Keilan Robinson,https://en.wikipedia.org/wiki/Keilan_Robinson,19004.0,2023,Keilan Robinson,2024,6,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,34,34,RB,JAX,0,0,0,0,0,0,0,,Keilan Robinson,Keilan Robinson,100.0,Jacksonville Jaguars,1081,2022
328,Jacksonville Jaguars,Joshua Cephus,https://en.wikipedia.org/wiki/Joshua_Cephus,9261.0,389,Joshua Cephus,2024,1,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,WR,JAX,0,0,0,0,0,0,0,,Joshua Cephus,Joshua Cephus,100.0,Jacksonville Jaguars,1082,388
434,Jacksonville Jaguars,Gabe Davis,https://en.wikipedia.org/wiki/Gabe_Davis,159686.0,534,Gabriel Davis,2024,74,56,0,0,,0,0,0,,0,,0,2,-2,-1.0,0,0.0,341,183,2969,16.2,29,40.1,0,,1,0,176,466.7,0.0,3,0,0,0,0,0,0,4,1,0,0,0,,0,2967,0,WR,"BUF,JAX",0,0,0,0,0,0,0,,Gabriel Davis,Gabe Davis,86.95652173913044,Jacksonville Jaguars,1083,533
517,Jacksonville Jaguars,Devin Duvernay,https://en.wikipedia.org/wiki/Devin_Duvernay,82727.0,629,Devin Duvernay,2024,72,25,0,0,,0,0,0,,0,,0,31,222,7.2,1,3.1,147,105,977,9.3,5,13.6,0,,0,0,54,173.9,0.0,2,0,0,0,0,0,0,3,7,1,0,0,,0,4416,3215,WR,"BAL,JAX",0,0,0,0,0,0,0,,Devin Duvernay,Devin Duvernay,100.0,Jacksonville Jaguars,1084,628
1084,Jacksonville Jaguars,Christian Kirk,https://en.wikipedia.org/wiki/Christian_Kirk,79821.0,1350,Christian Kirk,2024,93,77,2,4,50.0,32,0,0,77.1,0,,0,22,159,7.2,0,1.7,623,404,5176,12.8,29,55.7,0,,1,0,176,704.8,0.0,1,0,0,0,0,0,0,4,3,0,0,0,,0,5737,402,WR,"ARI,JAX",0,0,0,0,0,0,0,,Christian Kirk,Christian Kirk,100.0,Jacksonville Jaguars,1085,1349
1882,Jacksonville Jaguars,Brian Thomas Jr.,https://en.wikipedia.org/wiki/Brian_Thomas_Jr.,262648.0,2329,Brian Thomas,2024,17,16,0,0,,0,0,0,,0,,0,6,48,8.0,0,2.8,133,87,1282,14.7,10,75.4,0,,2,0,64,197.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1330,0,WR,JAX,0,0,0,0,0,0,0,,Brian Thomas,Brian Thomas Jr.,85.71428571428572,Jacksonville Jaguars,1086,2328
1930,Jacksonville Jaguars,Austin Trammell,https://en.wikipedia.org/wiki/Austin_Trammell,13838.0,2394,Austin Trammell,2024,25,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,14,8,82,10.3,0,3.3,0,,0,0,0,4.2,0.0,0,0,0,0,0,0,0,4,2,0,0,0,,0,373,291,WR,"ATL,JAX,LAR",0,0,0,0,0,0,0,,Austin Trammell,Austin Trammell,100.0,Jacksonville Jaguars,1087,2393
2027,Jacksonville Jaguars,Parker Washington,https://en.wikipedia.org/wiki/Parker_Washington,54917.0,2512,Parker Washington,2024,26,8,0,0,,0,0,0,,0,,0,0,0,,0,0.0,72,48,522,10.9,5,20.1,0,,1,0,38,88.2,0.0,0,0,0,0,0,0,0,4,4,0,0,0,,0,964,443,WR,JAX,0,0,0,0,0,0,0,,Parker Washington,Parker Washington,100.0,Jacksonville Jaguars,1088,2511
1828,Jacksonville Jaguars,Brenton Strange,https://en.wikipedia.org/wiki/Brenton_Strange,38442.0,2262,Brenton Strange,2024,31,14,0,0,,0,0,0,,0,,0,0,0,,0,0.0,62,45,446,9.9,3,14.4,0,,0,0,18,60.6,0.0,1,1,1,0,0,0,0,1,0,0,0,0,,0,446,0,TE,JAX,0,0,0,0,0,0,0,,Brenton Strange,Brenton Strange,100.0,Jacksonville Jaguars,1093,2261
353,Jacksonville Jaguars,Ezra Cleveland,https://en.wikipedia.org/wiki/Ezra_Cleveland,23231.0,424,Ezra Cleveland,2024,77,69,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,LG,"JAX,MIN",0,0,0,0,0,0,0,,Ezra Cleveland,Ezra Cleveland,100.0,Jacksonville Jaguars,1094,423
415,Jacksonville Jaguars,Dennis Daley,https://en.wikipedia.org/wiki/Dennis_Daley,8396.0,508,Dennis Daley,2023,54,37,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,OL,"ARI,CAR,TEN",0,0,0,0,0,0,0,,Dennis Daley,Dennis Daley,100.0,Jacksonville Jaguars,1095,507
540,Jacksonville Jaguars,Dieter Eiselen,https://en.wikipedia.org/wiki/Dieter_Eiselen,13704.0,654,Dieter Eiselen,2023,24,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,G,"CHI,HOU",0,0,0,0,0,0,0,,Dieter Eiselen,Dieter Eiselen,100.0,Jacksonville Jaguars,1096,653
612,Jacksonville Jaguars,Luke Fortner,https://en.wikipedia.org/wiki/Luke_Fortner,11902.0,751,Luke Fortner,2024,51,34,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,1,0,0,0,,0,-8,0,OL,JAX,0,0,0,0,0,0,0,,Luke Fortner,Luke Fortner,100.0,Jacksonville Jaguars,1097,750
615,Jacksonville Jaguars,Javon Foster,https://en.wikipedia.org/wiki/Javon_Foster,13124.0,754,Javon Foster,2024,4,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,JAX,0,0,0,0,0,0,0,,Javon Foster,Javon Foster,100.0,Jacksonville Jaguars,1098,753
774,Jacksonville Jaguars,Anton Harrison,https://en.wikipedia.org/wiki/Anton_Harrison,22847.0,958,Anton Harrison,2024,33,33,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,JAX,0,0,0,0,0,0,0,,Anton Harrison,Anton Harrison,100.0,Jacksonville Jaguars,1099,957
