,ID,Player,Until,MP,Min,Start,Sub,Gls,Ast,NPG,PK,Sh,SoT,SoT%,ShDist,FK,PaCmp,PaCmp%,KP,Crs,PrgP,Car,TotDist,PrgC,Mis,Dis,TOnAtt,TOnSucc,TOnSucc%,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Blck,Int,Clr,Err,DuelW,DuelW%,CrdY,CrdR,Fls,Fld,Off,OG,Recov,GA,Sv,Sv%,CS,CS%,Pos,Team,BdOr,GBoot,GGlove,POTY,TOTY,WC,Euro,UCL,Prem,IG
976,977,Henrikh Mkhitaryan,2019-2020,78,4817,55,23,13,14,13,0,119,46,38.7,19.3,2,1522,75.1,75,7,231,1419,8813,145,97,70,115,52,45.2,61,64,21,31,9,4,53,24,0,40,45.5,5,0,71,67,16,0,232,0,0,,0,,"FW,MF","Arsenal,Manchester Utd",0,0,0,0,0,0,0,0,0,
977,978,Jakub Moder,2024-2025,61,2977,32,29,0,3,0,0,52,12,23.1,17.2,3,1045,73.4,26,6,146,1001,4998,75,75,35,58,27,46.6,77,42,33,29,15,5,15,46,1,35,38.9,3,0,39,19,4,0,184,0,0,,0,,"DF,MF",Brighton,0,0,0,0,0,0,0,0,0,
978,979,Jayson Molumby,2020-2021,1,1,0,1,0,0,0,0,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,MF,Brighton,0,0,0,0,0,0,0,0,0,
979,980,Nacho Monreal,2019-2020,187,15063,169,18,7,13,7,0,42,21,33.3,16.9,0,2927,87.1,27,7,237,2170,9882,77,21,10,28,15,53.6,90,114,41,38,11,18,179,155,2,105,49.3,21,0,128,75,13,0,270,0,0,,0,,DF,Arsenal,0,0,0,0,0,0,0,0,0,
980,981,Gonzalo Montiel,2023-2024,14,801,8,6,0,2,0,0,3,0,0.0,18.4,0,292,75.6,9,1,28,209,920,9,7,3,1,1,100.0,22,19,12,8,2,3,9,31,1,12,60.0,5,0,6,1,2,0,42,0,0,,0,,DF,Nott'ham Forest,0,0,0,0,0,1,0,0,0,
981,982,Martín Montoya,2019-2020,52,4063,47,5,0,2,0,0,16,4,25.0,21.1,0,1892,77.9,39,27,179,1344,7058,92,55,20,52,22,42.3,115,64,60,41,14,15,72,116,1,43,48.3,9,0,56,31,4,0,185,0,0,,0,,DF,Brighton,0,0,0,0,0,0,0,1,0,
982,983,Kieffer Moore,2023-2024,35,1387,12,23,5,0,5,0,29,10,34.5,11.5,0,240,59.7,7,0,27,281,1033,12,45,32,16,3,18.8,14,11,2,9,3,5,1,26,0,74,52.9,1,0,31,32,1,0,30,0,0,,0,,FW,Bournemouth,0,0,0,0,0,0,0,0,0,
983,984,Mikey Moore,2024-2025,8,144,1,7,0,1,0,0,3,0,0.0,19.5,0,37,66.1,1,1,6,55,446,11,3,4,10,1,10.0,0,0,0,0,0,0,1,2,0,1,25.0,0,0,3,4,2,0,3,0,0,,0,,MF,Tottenham,0,0,0,0,0,0,0,0,0,
984,985,Simon Moore,2019-2020,2,180,2,0,0,0,0,0,0,0,,,0,19,39.6,0,0,0,18,140,0,0,0,0,0,,1,0,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,6,5,45.5,0,0.0,GK,Sheffield Utd,0,0,0,0,0,0,0,0,0,
985,986,Aaron Mooy,2019-2020,96,7482,84,12,9,6,7,2,103,27,26.2,22.5,11,3444,74.5,132,22,551,3002,16095,187,116,144,118,76,64.4,201,126,67,96,38,19,75,106,1,61,40.7,11,1,65,39,3,0,603,0,0,,0,,MF,"Brighton,Huddersfield",0,0,0,0,0,0,0,0,0,
986,987,Wesley Moraes,2021-2022,25,1801,21,4,5,1,5,0,35,18,51.4,12.6,0,271,70.4,11,0,21,309,1401,13,59,18,24,12,50.0,15,8,3,8,4,2,4,23,0,70,43.2,3,0,44,15,14,0,27,0,0,,0,,FW,Aston Villa,0,0,0,0,0,0,0,0,0,
987,988,Andrew Moran,2022-2023,1,12,0,1,0,0,0,0,0,0,,,0,1,50.0,0,0,0,3,2,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,FW,Brighton,0,0,0,0,0,0,0,0,0,
988,989,Álvaro Morata,2018-2019,47,3002,35,12,16,6,16,0,114,50,43.9,13.6,0,599,71.9,42,0,59,772,4161,66,103,84,72,38,52.8,21,13,0,12,9,5,6,26,0,72,45.9,10,0,60,60,49,0,76,0,0,,0,,FW,Chelsea,0,0,0,0,0,0,1,2,0,
989,990,Morato,2024-2025,16,444,2,14,0,0,0,0,1,0,0.0,7.0,0,91,67.4,0,0,9,65,308,0,4,1,1,1,100.0,12,9,10,1,1,3,6,45,2,2,18.2,1,0,6,1,0,0,18,0,0,,0,,DF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,
990,991,Alberto Moreno,2018-2019,90,6527,72,18,3,4,3,0,16,16,12.5,23.4,1,887,81.8,18,7,71,587,2662,35,10,4,13,8,61.5,38,34,22,14,2,2,16,44,0,9,33.3,11,0,76,26,0,0,74,0,0,,0,,"DF,MF",Liverpool,0,0,0,0,0,0,0,1,0,
991,992,Álex Moreno,2024-2025,53,3173,35,18,2,4,2,0,27,7,25.9,17.8,0,1266,76.9,37,17,90,1076,6921,121,63,26,111,45,40.5,65,44,52,10,3,10,34,107,2,14,31.8,7,0,39,32,2,1,149,0,0,,0,,DF,"Aston Villa,Nott'ham Forest",0,0,0,0,0,0,0,0,0,
992,993,Wes Morgan,2020-2021,170,14332,159,11,8,2,8,0,45,25,24.4,9.5,0,1689,81.7,8,0,98,1285,6522,20,21,10,16,13,81.3,66,56,43,21,2,40,126,275,2,203,64.0,14,3,129,28,5,0,195,0,0,,0,,DF,Leicester City,0,0,0,0,1,0,0,0,1,
993,994,Carlton Morris,2023-2024,38,2862,32,6,11,4,6,5,66,26,39.4,13.5,0,484,64.4,22,0,56,548,2855,37,54,53,55,31,56.4,15,8,4,6,5,5,1,53,0,133,44.0,4,0,49,43,9,0,71,0,0,,0,,"FW,MF",Luton Town,0,0,0,0,0,0,0,0,0,
994,995,James Morrison,2017-2018,311,21410,239,72,32,33,30,2,26,146,38.5,9.1,0,77,84.6,3,0,11,66,260,1,2,2,2,2,100.0,2,20,0,2,0,1,23,1,0,0,0.0,23,1,188,17,3,0,11,0,0,,0,,"FW,MF","Middlesbrough,West Brom",0,0,0,0,0,0,0,0,0,
995,996,Ravel Morrison,2019-2020,18,1202,12,6,3,2,3,0,1,5,0.0,12.9,0,5,83.3,0,0,1,5,27,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,5,0,14,0,0,0,0,0,0,,0,,MF,"Sheffield Utd,West Ham",0,0,0,0,0,0,0,0,0,
996,997,Sean Morrison,2018-2019,50,4366,49,1,3,3,3,0,34,13,23.5,9.7,0,528,58.0,22,0,49,276,1582,7,13,9,8,8,100.0,35,17,29,4,2,30,52,204,5,225,66.6,6,0,41,20,9,0,152,0,0,,0,,DF,"Cardiff City,Reading",0,0,0,0,0,0,0,0,0,
997,998,Sam Morsy,2024-2025,21,1813,20,1,1,1,1,0,8,1,12.5,25.6,0,863,87.3,13,2,78,602,3173,8,12,7,16,11,68.8,47,25,25,18,4,8,21,36,4,9,30.0,7,0,37,18,0,0,105,0,0,,0,,MF,Ipswich Town,0,0,0,0,0,0,0,0,0,
998,999,Tyler Morton,2024-2025,2,66,1,1,0,0,0,0,0,0,,,0,30,85.7,0,0,4,24,54,0,2,0,0,0,,0,0,0,0,0,0,3,0,0,2,40.0,1,0,1,0,0,0,5,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,0,0,
999,1000,Victor Moses,2018-2019,220,13380,151,69,20,18,19,1,80,99,32.5,16.8,0,825,72.7,21,10,66,701,4216,96,21,22,56,32,57.1,37,71,21,13,3,4,56,39,2,28,40.6,16,0,166,60,12,0,143,0,0,,0,,"DF,FW","Chelsea,Liverpool,Stoke City,West Ham,Wigan Athletic",0,0,0,0,0,0,0,0,1,
1000,1001,Yerson Mosquera,2024-2025,5,441,5,0,0,0,0,0,2,0,0.0,12.4,0,205,85.4,2,1,7,168,683,0,4,1,0,0,,11,7,9,2,0,10,10,14,0,11,64.7,2,0,6,7,1,0,24,0,0,,0,,DF,Wolves,0,0,0,0,0,0,0,0,0,
1001,1002,Steve Mounié,2018-2019,59,3633,40,19,9,4,9,0,110,45,40.9,14.5,1,686,62.0,35,0,61,740,3891,35,117,95,39,26,66.7,20,14,5,8,7,4,12,45,0,353,57.4,3,1,60,31,38,0,119,0,0,,0,,FW,Huddersfield,0,0,0,0,0,0,0,0,0,
1002,1003,Mason Mount,2024-2025,151,10531,120,31,28,22,26,2,275,93,33.8,19.8,26,4495,79.4,236,27,662,4100,22035,383,257,167,241,120,49.8,214,103,55,103,56,14,74,56,0,53,27.3,17,0,163,145,14,0,533,0,0,,0,,"MF,FW","Chelsea,Manchester Utd",0,0,0,0,0,0,0,1,0,
1003,1004,Lucas Moura,2022-2023,152,7912,85,67,20,15,20,0,165,53,32.1,17.2,0,2286,73.0,121,9,302,2798,17590,268,246,193,390,218,55.9,161,84,56,75,30,3,79,83,1,172,44.6,11,1,105,205,25,0,399,0,0,,0,,"FW,MF",Tottenham,0,0,0,0,0,0,0,0,0,
1004,1005,Lys Mousset,2020-2021,99,2770,21,78,9,4,9,0,85,26,30.6,16.8,0,394,66.9,23,1,44,626,3557,56,107,68,112,60,53.6,22,12,7,9,6,2,8,15,1,43,27.2,3,0,55,36,25,1,87,0,0,,0,,"FW,MF","Bournemouth,Sheffield Utd",0,0,0,0,0,0,0,0,0,
1005,1006,João Moutinho,2022-2023,175,13418,151,24,5,18,5,0,90,23,25.6,23.7,13,7399,81.4,282,41,933,5146,23802,169,96,86,98,65,66.3,406,217,185,180,41,41,189,152,3,79,37.6,23,1,204,115,4,0,1054,0,0,,0,,MF,Wolves,0,0,0,0,0,0,1,0,0,
1006,1007,Divin Mubama,2024-2025,9,146,0,9,0,0,0,0,2,0,0.0,14.8,0,23,69.7,1,0,1,27,104,0,6,3,2,1,50.0,1,1,1,0,0,0,0,0,0,6,42.9,0,0,4,2,0,0,6,0,0,,0,,FW,"Manchester City,West Ham",0,0,0,0,0,0,0,0,0,
1007,1008,Mykhailo Mudryk,2024-2025,53,2384,26,27,5,4,5,0,50,18,36.0,17.4,0,574,69.7,44,5,70,742,6089,124,86,40,128,55,43.0,34,23,13,11,10,3,9,13,0,14,35.9,6,0,32,41,3,0,94,0,0,,0,,"FW,MF",Chelsea,0,0,0,0,0,0,0,0,0,
1008,1009,Bali Mumba,2021-2022,1,45,0,1,0,0,0,0,0,0,,,0,7,70.0,0,0,1,9,44,1,0,0,1,0,0.0,1,1,1,0,0,0,0,5,0,0,0.0,0,0,0,0,0,0,2,0,0,,0,,DF,Norwich City,0,0,0,0,0,0,0,0,0,
1009,1010,Joel Mumbongo,2020-2021,4,40,0,4,0,0,0,0,0,0,,,0,4,80.0,0,0,0,9,28,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,2,1,0,2,0,0,,0,,FW,Burnley,0,0,0,0,0,0,0,0,0,
1010,1011,Rodrigo Muniz,2024-2025,48,2247,23,25,12,2,12,0,97,36,37.1,11.8,0,198,62.3,24,0,37,358,1232,12,80,50,33,9,27.3,12,5,2,7,3,4,10,27,0,115,42.1,2,0,32,53,5,0,43,0,0,,0,,FW,Fulham,0,0,0,0,0,0,0,0,0,
1011,1012,Daniel Muñoz,2024-2025,38,3332,38,0,2,6,2,0,30,8,26.7,11.4,0,1232,76.5,50,8,91,856,4143,54,56,18,64,25,39.1,137,91,70,41,26,9,48,104,1,67,48.6,9,0,61,20,15,0,173,0,0,,0,,"DF,MF",Crystal Palace,0,0,0,0,0,0,0,0,0,
1012,1013,Finley Munroe,2023-2024,1,4,0,1,0,0,0,0,0,0,,,0,1,100.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,MF,Aston Villa,0,0,0,0,0,0,0,0,0,
1013,1014,Arijanet Muric,2024-2025,27,2430,27,0,0,0,0,0,0,0,,,0,829,70.3,4,0,2,799,4248,0,2,1,0,0,,1,1,1,0,0,0,0,20,9,14,93.3,1,0,0,7,0,1,43,47,127,75.3,1,3.7,GK,"Burnley,Ipswich Town,Manchester City",0,0,0,0,0,0,0,0,0,
1014,1015,Murillo,2024-2025,54,4746,54,0,1,2,1,0,35,10,28.6,23.7,5,1775,77.2,17,0,154,1471,7984,33,32,22,56,37,66.1,86,57,61,21,4,55,59,329,2,61,52.1,9,0,54,10,0,1,228,0,0,,0,,DF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,
1015,1016,Alex Murphy,2024-2025,2,13,0,2,0,0,0,0,0,0,,,0,17,100.0,0,0,1,16,72,0,1,0,0,0,,1,1,0,1,0,0,1,0,0,0,,0,0,2,0,0,0,2,0,0,,0,,"DF,FW",Newcastle Utd,0,0,0,0,0,0,0,0,0,
1016,1017,Jacob Murphy,2024-2025,170,8244,90,80,14,23,14,0,167,50,29.9,20.4,7,2023,65.5,127,43,287,2357,16574,301,163,137,259,129,49.8,156,90,83,46,27,7,65,98,2,39,26.2,10,0,71,81,10,0,480,0,0,,0,,"MF,FW",Newcastle Utd,0,0,0,0,0,0,0,0,0,
1017,1018,Jamie Murphy,2017-2018,4,168,1,3,0,0,0,0,1,0,0.0,16.9,0,37,82.2,1,0,4,41,378,7,3,2,2,1,50.0,2,2,2,0,0,0,1,3,0,0,0.0,0,0,1,5,1,0,6,0,0,,0,,MF,Brighton,0,0,0,0,0,0,0,0,0,
1018,1019,Josh Murphy,2018-2019,38,1956,22,16,3,2,3,0,46,16,32.6,19.2,3,203,51.9,16,7,23,423,3872,81,44,38,90,37,41.1,26,17,15,7,4,0,11,17,0,11,25.0,3,0,15,54,10,0,89,0,0,,0,,"MF,FW","Cardiff City,Norwich City",0,0,0,0,0,0,0,0,0,
1019,1020,Glenn Murray,2019-2020,148,7570,82,66,37,6,27,10,115,76,35.7,13.4,0,823,56.0,32,0,94,1108,3357,30,182,85,49,15,30.6,40,21,8,21,11,9,8,56,1,322,47.1,21,1,219,119,83,0,132,0,0,,0,,FW,"Bournemouth,Brighton,Crystal Palace",0,0,0,0,0,0,0,0,0,
1020,1021,Charly Musonda Jr.,2017-2018,3,37,0,3,0,0,0,0,2,0,0.0,20.6,0,15,83.3,1,0,1,18,109,1,1,3,1,1,100.0,1,0,0,0,1,0,0,0,0,1,100.0,0,0,3,1,0,0,1,0,0,,0,,FW,Chelsea,0,0,0,0,0,0,0,1,0,
1021,1022,Shkodran Mustafi,2020-2021,102,8412,95,7,7,4,7,0,66,22,33.3,10.9,0,3702,82.9,16,5,278,3043,15943,45,25,11,18,12,66.7,144,145,96,40,8,38,194,418,3,311,67.0,28,0,119,39,7,0,319,0,0,,0,,DF,Arsenal,0,0,0,0,0,1,0,0,0,
1022,1023,Yoshinori Mutō,2019-2020,25,736,7,18,1,0,1,0,7,3,42.9,10.7,0,108,71.5,6,0,11,141,1057,13,25,14,27,14,51.9,11,6,4,7,0,0,5,3,1,11,25.6,1,0,15,13,5,0,37,0,0,,0,,"FW,MF",Newcastle Utd,0,0,0,0,0,0,0,0,0,
1023,1024,Enock Mwepu,2022-2023,24,1209,14,10,2,5,2,0,21,9,42.9,19.7,0,350,74.3,12,0,33,363,1979,27,36,14,28,16,57.1,32,17,11,16,5,3,13,20,0,9,20.0,2,0,20,16,4,0,79,0,0,,0,,MF,Brighton,0,0,0,0,0,0,0,0,0,
1024,1025,Boaz Myhill,2017-2018,118,10565,117,1,0,0,0,0,0,0,,,0,10,52.6,0,0,0,8,55,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,7,0,1,0,0,0,0,203,433,68.1,24,20.5,GK,"Hull City,West Brom",0,0,0,0,0,0,0,0,0,
1025,1026,Vitaliy Mykolenko,2024-2025,95,7914,90,5,3,0,3,0,55,10,18.2,19.6,0,2700,73.9,53,36,251,1896,8072,72,92,28,76,36,47.4,190,110,119,57,14,36,122,311,1,93,48.9,7,0,82,56,1,0,408,0,0,,0,,DF,Everton,0,0,0,0,0,0,0,0,0,
1026,1027,Georges-Kévin N'Koudou,2019-2020,19,291,2,17,0,1,0,0,7,1,14.3,21.4,0,70,69.3,2,1,5,96,865,14,5,13,15,6,40.0,7,7,5,1,1,0,1,2,0,0,0.0,1,0,5,11,0,0,22,0,0,,0,,"FW,MF","Burnley,Tottenham",0,0,0,0,0,0,0,0,0,
1027,1028,Marvelous Nakamba,2023-2024,71,4619,51,20,0,0,0,0,14,2,14.3,27.4,0,1586,84.0,23,1,126,1175,5515,17,57,26,49,35,71.4,149,85,80,59,10,26,79,75,6,42,43.3,18,0,74,52,0,0,385,0,0,,0,,MF,"Aston Villa,Luton Town",0,0,0,0,0,0,0,0,0,
1028,1029,Luciano Narsingh,2017-2018,31,1041,8,23,1,2,1,0,11,5,45.5,15.9,0,163,74.4,11,4,15,182,1501,30,18,14,28,17,60.7,7,5,1,5,1,0,6,3,0,2,11.8,0,0,6,20,5,0,32,0,0,,0,,"FW,MF",Swansea City,0,0,0,0,0,0,0,0,0,
1029,1030,Samir Nasri,2018-2019,220,15561,181,39,36,39,35,1,6,123,16.7,21.0,0,140,87.5,6,1,17,119,678,9,0,0,4,2,50.0,0,0,0,0,0,0,1,1,0,0,0.0,26,1,116,2,3,0,9,0,0,,0,,"FW,MF","Arsenal,Manchester City,West Ham",0,0,0,0,0,0,0,0,2,
1030,1031,Kyle Naughton,2017-2018,176,14203,160,16,1,8,1,0,32,19,18.8,23.5,0,1525,72.2,12,7,193,987,4974,50,23,27,43,24,55.8,92,117,49,35,8,13,99,144,4,68,50.4,22,3,145,46,0,2,198,0,0,,0,,DF,"Norwich City,Swansea City,Tottenham",0,0,0,0,0,0,0,0,0,
1031,1032,Marc Navarro,2018-2019,2,84,1,1,0,0,0,0,0,0,,,0,24,70.6,0,0,0,15,60,1,0,0,1,1,100.0,4,2,3,1,0,0,0,4,0,0,0.0,0,0,1,0,0,0,4,0,0,,0,,DF,Watford,0,0,0,0,0,0,0,0,0,
1032,1033,Keylor Navas,2022-2023,17,1529,17,0,0,0,0,0,0,0,,,0,306,57.3,0,0,1,267,1718,0,1,0,1,1,100.0,0,0,0,0,0,0,1,11,2,6,100.0,2,0,0,0,0,0,10,32,51,66.3,1,5.9,GK,Nott'ham Forest,0,0,0,0,0,0,0,3,0,
1033,1034,Badou Ndiaye,2017-2018,13,1138,13,0,2,1,2,0,19,6,31.6,23.7,0,283,81.3,7,1,46,274,1345,12,22,19,21,17,81.0,53,28,22,25,6,9,13,18,0,10,52.6,5,0,24,21,2,0,85,0,0,,0,,MF,Stoke City,0,0,0,0,0,0,0,0,0,
1034,1035,Iliman Ndiaye,2024-2025,23,1775,20,3,5,0,4,1,22,9,40.9,16.7,0,434,81.6,14,5,36,456,3803,67,41,35,119,54,45.4,42,21,17,13,12,4,16,18,1,4,25.0,3,0,15,36,5,0,138,0,0,,0,,MF,"Everton,Sheffield Utd",0,0,0,0,0,0,0,0,0,
1035,1036,Wilfred Ndidi,2024-2025,207,17077,193,14,7,13,7,0,203,38,18.7,20.5,0,7472,81.2,79,2,664,5954,25093,110,213,165,210,138,65.7,673,458,327,307,39,70,402,461,11,477,57.1,40,4,327,144,8,1,1498,0,0,,0,,"DF,MF",Leicester City,0,0,0,0,0,0,0,0,0,
1036,1037,Michael Ndiweni,2023-2024,1,1,0,1,0,0,0,0,0,0,,,0,1,50.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,FW,Newcastle Utd,0,0,0,0,0,0,0,0,0,
1037,1038,Tanguy Ndombele,2021-2022,63,3584,46,17,6,5,6,0,36,14,38.9,20.0,0,1781,84.8,30,2,212,1638,8627,96,100,77,168,123,73.2,75,43,24,39,12,7,34,23,0,18,40.0,7,0,43,99,0,0,228,0,0,,0,,MF,Tottenham,0,0,0,0,0,0,0,0,0,
1038,1039,Kosta Nedeljković,2024-2025,4,118,0,4,0,0,0,0,0,0,,,0,36,85.7,0,0,3,22,85,1,1,0,2,1,50.0,7,5,1,3,3,0,0,3,0,0,0.0,0,0,0,1,0,0,3,0,0,,0,,DF,Aston Villa,0,0,0,0,0,0,0,0,0,
1039,1040,Reiss Nelson,2024-2025,61,1837,15,46,5,3,5,0,43,18,41.9,16.7,1,744,84.0,38,9,78,796,5462,110,48,37,90,40,44.4,39,24,16,11,12,3,13,16,0,3,13.6,3,0,30,31,5,0,114,0,0,,0,,FW,"Arsenal,Fulham",0,0,0,0,0,0,0,0,0,
1040,1041,Zack Nelson,2023-2024,2,7,0,2,0,0,0,0,0,0,,,0,4,100.0,0,0,0,2,9,0,1,0,0,0,,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,"MF,DF",Luton Town,0,0,0,0,0,0,0,0,0,
1041,1042,Neto,2024-2025,61,5445,61,0,0,0,0,0,0,0,,,0,1253,64.1,0,0,0,1116,6733,0,1,0,3,3,100.0,3,1,3,0,0,0,1,23,7,13,81.3,9,0,1,6,0,0,62,96,221,72.5,13,21.3,GK,"Arsenal,Bournemouth",0,0,0,0,0,0,0,0,0,
1042,1043,Pedro Neto,2024-2025,131,7526,86,45,12,21,12,0,171,52,30.4,18.7,8,2596,76.5,167,56,189,2797,23045,439,224,116,414,184,44.4,59,32,21,22,16,4,59,22,0,38,27.0,21,0,74,117,14,0,370,0,0,,0,,FW,"Chelsea,Wolves",0,0,0,0,0,0,0,0,0,
1043,1044,Rúben Neves,2022-2023,177,14418,164,13,21,9,13,8,302,66,21.9,27.7,45,8261,81.4,142,19,1054,6469,26562,118,125,84,129,89,69.0,370,191,156,180,34,65,285,260,10,125,47.7,46,0,175,81,2,0,1292,0,0,,0,,MF,Wolves,0,0,0,0,0,0,0,0,0,
1044,1045,Jeremy Ngakia,2021-2022,21,1343,14,7,0,0,0,0,6,1,16.7,28.2,0,409,67.6,4,4,43,337,1900,28,16,7,31,18,58.1,46,25,33,10,3,5,19,48,0,23,42.6,0,0,14,7,1,0,72,0,0,,0,,DF,"Watford,West Ham",0,0,0,0,0,0,0,0,0,
1045,1046,Julien Ngoy,2017-2018,6,69,0,6,0,0,0,0,2,0,0.0,,0,4,80.0,0,0,0,5,31,0,0,0,0,0,,1,2,0,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,,0,,"FW,MF",Stoke City,0,0,0,0,0,0,0,0,0,
1046,1047,Moussa Niakhate,2023-2024,35,2623,29,6,1,0,1,0,11,4,36.4,10.9,0,883,75.7,4,1,54,686,3434,15,9,4,7,3,42.9,60,34,48,12,0,20,33,111,0,34,63.0,6,1,23,10,0,0,169,0,0,,0,,DF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,
1047,1048,Oumar Niasse,2019-2020,65,3343,36,29,12,3,12,0,82,34,40.2,13.5,0,282,61.3,17,1,36,523,3265,45,126,73,77,41,53.2,26,19,3,12,11,2,7,13,0,72,33.3,5,1,62,51,40,0,65,0,0,,0,,"FW,MF","Cardiff City,Everton,Hull City",0,0,0,0,0,0,0,0,0,
1048,1049,Saúl Ñíguez,2021-2022,10,480,5,5,0,0,0,0,5,1,20.0,23.1,0,306,86.7,3,2,15,202,887,4,9,11,3,2,66.7,20,9,11,9,0,3,7,10,1,8,42.1,1,0,9,0,0,0,18,0,0,,0,,"DF,MF",Chelsea,0,0,0,0,0,0,0,0,0,
